 Datum,01.08.11,02.08.11,03.08.11,04.08.11,05.08.11,06.08.11,07.08.11,08.08.11,09.08.11,10.08.11,11.08.11,12.08.11,13.08.11,14.08.11,15.08.11,16.08.11,17.08.11,18.08.11,19.08.11,20.08.11,21.08.11,22.08.11,23.08.11,24.08.11,25.08.11,26.08.11,27.08.11,28.08.11,29.08.11,30.08.11,31.08.11
Espresso klein Orange to go,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso klein Originale here,7,6,6,5,4,5,10,6,7,2,7,5,2,2,5,6,6,6,6,5,4,4,4,4,7,1,5,7,6,4,8
Espresso klein Originale to go,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
Espresso klein Unplugged here,2,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0
Espresso klein Unplugged to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso Latte here,8,1,3,5,5,3,6,2,3,5,2,4,5,3,2,5,1,2,4,3,1,1,0,1,1,3,6,2,5,2,2
Espresso Latte to go,0,0,0,0,0,2,0,1,2,0,1,0,4,1,0,1,2,0,0,2,0,0,0,0,0,1,1,1,1,1,3
Frappe black here,3,6,2,1,1,2,2,2,0,1,6,3,4,3,6,7,5,4,3,3,3,6,6,1,7,6,5,2,1,3,2
Frappe black to go,4,4,3,5,2,4,4,0,0,1,0,0,4,0,2,2,3,1,5,5,1,8,4,4,1,6,1,1,1,0,3
Frappe white here,4,2,3,1,0,3,0,1,0,2,3,4,3,4,7,4,5,1,5,10,4,3,0,6,6,6,4,1,2,4,6
Frappe white to go,2,4,2,2,1,3,2,1,2,3,0,2,3,4,1,3,7,3,7,5,2,2,2,4,5,12,0,0,5,1,2
Fruchtsaft frisch groﬂ  here,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruchtsaft frisch klein  here,0,0,1,0,0,1,1,0,1,2,0,0,1,0,2,0,0,2,0,1,0,1,1,1,3,1,0,0,0,1,0
Fruchtsaft frisch klein  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iced Chai Latte here,5,5,1,3,4,5,0,2,0,5,2,3,2,1,3,0,5,2,6,3,0,3,7,7,4,7,1,1,3,4,2
Iced Chai Latte to go,5,2,1,2,0,1,3,3,0,0,0,0,3,1,0,2,1,3,3,0,2,6,2,2,1,3,1,2,0,2,3
Iced Espresso here,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iced Espresso to go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffee here,17,8,11,8,4,11,3,7,4,12,8,8,7,6,9,9,9,12,7,4,1,10,4,9,11,6,12,8,14,7,9
Kaffee to go,1,3,2,2,1,1,1,2,3,2,5,3,2,0,4,4,0,0,1,2,0,1,1,3,1,1,2,0,4,3,1
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged here,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Coffeinfrei to go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kaffeeverkauf Espressobohnen klein Unplugged here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Peru to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica to go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala to go,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein India Malabar to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaffeeverkauf sortenrein klein Java here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaffeeverkauf sortenrein klein Java to go,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico to go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Java here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Kaffegetr‰nk groﬂ Kenya Arabica AA here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Kaffegetr‰nk groﬂ Peru here,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Kenya Arabica AA to go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0
Kaffegetr‰nk klein Mexiko Organico to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Peru here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Wiener Melange here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme here,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe entcoffeiniert here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Espresso Shot here,0,0,2,1,0,0,0,0,1,0,1,0,2,0,0,3,0,1,1,0,0,1,0,1,0,1,3,0,0,1,3
Kaffezusatz Espresso Shot to go,0,2,0,0,1,2,0,0,4,1,1,0,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0
Kaffezusatz Flavour Shot here,2,1,1,4,3,6,1,5,1,3,2,2,1,1,2,4,6,1,1,4,2,5,2,3,2,5,1,2,2,2,4
Kaffezusatz Flavour Shot to go,3,1,0,2,0,3,0,2,1,0,1,0,2,1,2,0,2,3,5,5,1,2,0,2,4,0,1,0,0,1,2
Kaffezusatz Lac.-frei here,6,1,6,1,4,7,1,3,4,8,7,5,8,6,2,3,5,5,2,3,5,0,3,5,6,3,2,4,5,7,11
Kaffezusatz Lac.-frei to go,0,0,2,2,1,1,2,1,1,0,1,0,0,6,3,2,2,0,3,3,2,2,1,0,1,1,2,0,2,2,2
Kaffezusatz Sahne here,2,0,0,0,1,1,2,3,0,0,0,1,3,2,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0
Kaffezusatz Sahne to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Soja here,3,3,6,1,1,5,1,6,3,5,2,2,6,0,1,2,1,3,0,1,1,3,6,6,4,4,8,0,6,6,5
Kaffezusatz Soja to go,3,2,1,1,2,1,1,2,1,0,0,1,4,2,1,0,2,1,2,3,3,1,4,3,1,0,0,1,3,5,0
Kapuziner groﬂ  here,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,4,0,0,0,0
Kapuziner groﬂ  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Kapuziner klein  here,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0
Kapuziner klein  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kuchen here,2,3,0,1,0,13,19,8,6,2,0,0,16,11,4,1,3,0,0,11,11,3,0,0,1,0,22,7,1,2,1
Kuchen to go,1,0,0,0,0,0,2,0,0,3,0,0,2,3,0,0,0,0,0,1,6,0,0,0,0,0,1,1,1,0,0
Latte Macchiato mit Sirup here,7,5,7,7,9,10,11,7,14,5,13,9,12,6,14,7,5,4,3,6,1,3,0,3,9,4,12,13,15,7,11
Latte Macchiato mit Sirup to go,4,4,3,4,6,7,5,3,4,8,7,6,2,2,2,3,1,4,2,3,4,2,1,3,3,2,8,0,5,4,4
Latte Macchiato ohne Sirup here,19,10,31,19,21,21,19,38,25,32,32,19,33,16,25,20,15,12,20,13,9,5,10,16,17,13,44,15,39,22,30
Latte Macchiato ohne Sirup to go,8,7,11,8,11,12,13,14,16,19,7,10,10,5,12,11,15,5,21,8,9,4,4,5,8,7,17,2,12,11,14
Milk groﬂ  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Milk klein  here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Mocca groﬂ black here,0,1,1,0,1,2,2,2,1,0,1,3,7,1,3,1,1,1,0,0,0,0,0,2,0,1,3,2,2,2,2
Mocca groﬂ black to go,2,0,1,0,1,0,0,1,1,3,3,4,0,0,0,1,3,0,0,0,0,1,1,3,1,3,1,0,2,0,1
