 Zeit;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00
Chocolate klein Bio-Kakao to go;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Chocolate klein black here;0;0;0;3;5;9;14;10;1;10;8;9;5;0;0;0;0
Chocolate klein black to go;0;0;0;3;1;1;0;2;2;1;1;2;1;2;0;0;0
Chocolate klein white here;0;0;0;0;0;1;6;3;1;2;4;2;1;1;0;0;0
Chocolate klein white to go;0;0;0;0;2;0;0;2;0;0;0;0;2;2;0;0;0
Cookie here;0;0;1;4;4;11;27;12;10;17;22;9;14;5;0;0;0
Cookie to go;0;0;3;4;6;4;15;7;9;15;12;4;2;3;0;0;0
Cool Latte Iced Caffe here;0;0;0;0;3;4;15;9;14;14;24;7;11;2;0;0;0
Cool Latte Iced Caffe to go;0;0;2;0;2;2;5;10;13;17;17;19;1;2;0;0;0
Cool Latte Iced Espresso here;0;0;0;0;2;2;1;8;5;11;12;2;2;1;0;0;0
Cool Latte Iced Espresso to go;0;0;2;1;0;0;3;5;2;6;3;2;1;1;0;0;0
Cool Latte Iced Macchiato here;0;0;0;0;1;10;30;23;44;28;50;21;21;2;0;0;0
Cool Latte Iced Macchiato to go;0;1;2;0;1;9;17;13;9;16;31;12;6;4;0;0;0
Donut here;0;0;1;3;9;10;20;16;20;37;24;22;5;9;0;0;0
Donut to go;0;0;7;1;13;18;8;6;12;17;13;12;5;8;0;0;0