 Datum,01.06.11,02.06.11,03.06.11,04.06.11,05.06.11,06.06.11,07.06.11,08.06.11,09.06.11,10.06.11,11.06.11,12.06.11,13.06.11,14.06.11,15.06.11,16.06.11,17.06.11,18.06.11,19.06.11,20.06.11,21.06.11,22.06.11,23.06.11,24.06.11,25.06.11,26.06.11,27.06.11,28.06.11,29.06.11,30.06.11,31.06.11
Caffe Latte mit Sirup to go,0,1,4,0,0,0,1,0,1,1,3,0,0,0,1,1,2,2,2,1,3,0,4,2,0,2,0,1,1,1,0
Caffe Latte ohne Sirup here,14,4,15,14,6,10,11,22,4,15,17,7,10,11,9,9,11,22,12,17,10,12,7,9,21,2,5,7,10,23,0
Caffe Latte ohne Sirup to go,6,11,8,5,2,7,10,6,4,8,3,5,5,12,11,9,8,9,6,7,11,4,12,13,7,3,6,3,7,12,0
Cappuccino groﬂ  here,8,8,9,5,8,18,7,9,7,11,8,7,16,6,9,10,6,12,15,5,6,8,7,13,18,5,7,3,7,9,0
Cappuccino groﬂ  to go,6,1,4,5,2,6,5,4,10,9,10,4,6,7,5,3,6,8,2,5,9,8,7,7,9,4,4,5,5,2,0
Cappuccino klein  here,14,10,12,16,8,16,11,12,12,16,18,4,9,21,10,12,15,25,17,13,14,14,5,17,20,5,6,2,13,19,0
Cappuccino klein  to go,3,4,2,4,2,3,4,0,3,9,7,5,1,5,4,1,2,6,3,6,3,2,3,6,9,2,3,1,3,4,0
Chai Tea groﬂ Chai Banana here,0,1,1,1,0,0,0,0,1,0,1,0,2,2,2,2,0,3,2,4,0,3,0,1,1,0,0,0,1,1,0
Chai Tea groﬂ Chai Banana to go,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chai Tea groﬂ Chai Tea Latte here,7,1,6,1,5,5,2,4,4,5,7,3,3,4,3,6,0,9,12,9,3,2,7,5,6,3,0,2,1,2,0
Chai Tea groﬂ Chai Tea Latte to go,3,2,1,1,1,2,2,0,1,0,3,1,3,0,0,1,2,3,2,1,0,1,2,2,2,0,0,0,1,0,0
Chai Tea klein Chai Banana here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chai Tea klein Chai Tea Latte here,2,3,1,3,1,1,0,2,3,2,1,2,3,4,6,1,5,4,5,2,1,1,3,3,6,0,1,0,3,4,0
Chai Tea klein Chai Tea Latte to go,1,0,0,1,1,2,1,1,0,0,3,0,0,1,1,1,1,4,1,0,0,0,0,2,0,2,0,0,0,0,0
Chocolate groﬂ Bio-Kakao here,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0
Chocolate groﬂ Bio-Kakao to go,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate groﬂ black bring in,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate groﬂ black here,3,1,0,0,0,4,0,2,1,4,0,1,0,4,1,1,1,4,1,3,1,4,1,0,5,0,0,0,1,4,0
Chocolate groﬂ black to go,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,1,0,0,2,1,2,0,0,1,0,1,0
Chocolate groﬂ white here,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,3,1,2,1,3,2,2,1,0,0,0,0,0,0
Chocolate groﬂ white to go,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Chocolate klein Bio-Kakao here,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Chocolate klein Bio-Kakao to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chocolate klein black here,5,1,5,3,0,2,2,3,3,3,3,0,1,2,0,3,1,10,3,5,2,2,1,1,7,1,0,0,0,1,0
Chocolate klein black to go,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,1,0,0,1,0,1,1,0,0,1,0,0
Chocolate klein mit Sirup to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate klein white here,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,3,0,0,0,1,1,0
Chocolate klein white to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,2,0
Cookie here,10,4,6,7,3,9,4,5,5,10,6,6,3,9,4,6,7,12,13,4,4,0,5,3,10,2,1,1,4,4,0
Cookie to go,2,4,4,3,3,7,4,2,4,5,6,5,1,4,2,2,6,2,0,5,5,2,3,5,8,0,1,0,2,0,0
Cool Latte Iced Caffe here,0,4,12,10,2,0,3,0,0,2,4,1,1,1,4,7,3,2,0,0,2,1,1,2,2,4,4,9,1,0,0
Cool Latte Iced Caffe to go,0,2,14,14,1,1,3,0,1,2,4,1,5,1,1,0,4,1,2,1,1,0,1,3,3,5,5,9,3,0,0
Cool Latte Iced Espresso here,0,0,4,2,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,2,2,2,1,0
Cool Latte Iced Espresso to go,0,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0
Cool Latte Iced Macchiato here,1,2,10,13,1,2,15,0,1,4,11,2,1,8,6,2,8,3,3,0,17,3,7,5,1,8,5,8,5,8,0
Cool Latte Iced Macchiato to go,1,3,10,20,0,5,5,1,0,4,8,2,1,2,3,2,4,0,1,1,2,1,2,8,4,10,9,10,1,1,0
Donut here,4,1,10,11,5,5,7,5,4,3,5,4,8,12,4,5,3,16,5,6,4,5,6,6,12,2,2,3,5,5,0
Donut to go,3,9,8,6,3,1,4,3,12,0,6,2,7,1,3,3,0,2,7,6,5,2,5,5,3,0,2,2,4,3,0
Eis here,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Eis to go,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eiskaffee here,0,4,23,20,4,1,11,0,2,7,23,12,6,7,13,8,15,6,5,1,10,7,5,11,4,6,13,16,6,6,0
Eiskaffee to go,0,1,9,11,6,1,1,0,0,3,2,2,6,0,3,0,2,0,2,0,7,0,2,6,2,9,5,1,1,2,0
Eisschokolade here,5,6,15,11,1,2,8,1,2,10,10,4,3,2,8,8,4,6,3,3,5,5,4,8,6,5,0,6,11,5,0
Eisschokolade to go,1,0,4,4,1,0,3,1,1,6,3,0,0,2,3,1,0,2,1,1,4,2,0,3,0,3,0,0,1,5,0
Eistee here,3,1,6,10,1,3,4,2,1,1,2,5,3,4,1,5,3,1,0,2,1,3,3,1,5,1,4,1,3,5,0
Eistee to go,2,0,2,1,0,0,0,0,1,2,4,2,1,0,1,2,0,0,2,0,0,0,1,1,0,1,1,0,2,0,0
Espresso groﬂ Barista here,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Espresso groﬂ Barista to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso groﬂ Cuba here,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Espresso groﬂ Cuba to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Espresso groﬂ Macchiato here,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0
Espresso groﬂ Macchiato to go,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Espresso groﬂ Originale here,3,1,3,3,0,1,2,2,3,1,6,0,3,2,2,1,1,2,5,0,4,6,2,4,2,1,1,0,0,2,0
Espresso groﬂ Originale to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Espresso groﬂ Unplugged here,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,3,0,0,0,0,0,0,2,0,0,0,2,0,0
Espresso groﬂ Unplugged to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso klein Barista here,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0
Espresso klein Cuba here,0,0,0,2,0,0,1,0,0,3,0,0,1,3,0,2,0,1,0,2,1,1,0,2,1,0,1,0,1,1,0
Espresso klein Lungo here,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Espresso klein Macchiato here,0,2,0,0,0,0,1,0,3,2,1,2,3,2,1,3,0,5,6,2,4,1,0,2,0,1,1,1,0,1,0
Espresso klein Macchiato to go,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso klein Orange here,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
Espresso klein Orange to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Espresso klein Originale here,3,3,3,7,3,0,8,5,4,5,5,3,8,5,6,4,2,6,6,2,6,1,3,8,6,5,4,3,4,5,0
Espresso klein Originale to go,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Espresso klein Unplugged here,0,1,1,1,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,5,2,1,0,0,0,0,0
Espresso klein Unplugged to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Espresso Latte here,2,1,2,3,0,4,5,2,2,2,2,0,2,4,2,9,4,6,4,7,6,5,8,8,5,2,4,2,6,4,0
Espresso Latte to go,1,0,2,0,0,1,1,2,1,4,2,0,1,0,3,1,4,1,0,1,4,3,1,3,2,2,1,0,1,0,0
Frappe black here,1,7,4,1,2,0,2,1,0,3,5,2,2,1,2,1,3,3,1,4,1,4,2,5,2,4,3,2,7,2,0
Frappe black to go,0,3,8,0,0,3,4,0,0,3,2,2,0,1,4,2,3,1,1,0,1,2,8,5,3,1,4,4,4,0,0
Frappe white here,0,1,7,6,6,1,2,2,1,2,3,1,1,6,4,1,3,1,0,1,1,3,0,1,1,2,1,1,0,0,0
Frappe white to go,0,1,3,7,2,2,4,0,1,0,6,2,1,4,3,1,4,2,0,0,4,1,0,2,0,2,4,5,2,2,0
Fruchtsaft frisch groﬂ  here,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruchtsaft frisch groﬂ  to go,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruchtsaft frisch klein  here,0,1,3,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0
Fruchtsaft frisch klein  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Iced Chai Latte here,0,1,11,8,1,3,4,0,1,1,10,1,0,1,6,2,2,1,1,4,5,1,3,4,0,0,3,2,1,0,0
Iced Chai Latte to go,1,1,2,9,3,0,5,0,1,1,3,0,0,0,1,0,6,0,1,0,2,0,0,1,0,0,1,2,2,3,0
Iced Espresso here,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iced Espresso to go,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Kaffee here,8,3,8,6,7,10,9,7,6,15,8,5,8,11,8,8,12,8,8,6,3,6,6,13,9,1,5,4,8,11,0
Kaffee to go,0,0,2,3,0,2,5,1,3,3,3,0,0,2,2,0,0,4,4,2,0,2,4,0,0,2,1,1,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Coffeinfrei to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale here,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged to go,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Galapagos to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca here,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein India Malabar to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Maragogype to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Costa Rica to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Kenya Arabica AA here,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,0,1,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2,0
Kaffegetr‰nk groﬂ Peru here,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Wiener Melange here,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Kenya Arabica AA here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Maragogype to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Kaffegetr‰nk klein Wiener Melange here,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffespezialit‰t Galapagos to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme to go,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffezusatz Espresso Shot here,0,0,1,2,0,1,1,1,1,1,1,1,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0
Kaffezusatz Espresso Shot to go,0,0,1,0,4,1,3,0,0,1,0,0,0,1,2,0,0,0,2,0,2,1,0,1,1,2,1,1,0,0,0
Kaffezusatz Flavour Shot here,0,1,2,1,0,2,0,0,1,1,2,2,1,5,1,6,4,9,3,2,3,0,0,2,2,2,0,3,4,4,0
Kaffezusatz Flavour Shot to go,1,2,2,6,1,0,2,0,0,3,2,2,1,2,1,0,1,1,0,0,3,1,2,3,1,1,1,2,1,1,0
Kaffezusatz Lac.-frei here,2,3,5,4,1,1,4,4,2,3,12,3,3,3,2,4,3,4,3,2,5,2,3,6,5,2,2,1,3,8,0
Kaffezusatz Lac.-frei to go,1,7,5,6,1,1,0,0,1,1,6,1,3,2,3,1,0,4,1,2,1,0,1,0,6,1,3,1,0,3,0
Kaffezusatz Sahne here,1,0,0,0,0,3,0,0,1,1,1,1,1,1,0,0,0,6,0,0,1,1,0,1,1,0,0,0,0,0,0
Kaffezusatz Sahne to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Soja here,3,5,7,3,4,6,2,3,3,6,7,3,4,3,5,3,5,5,7,2,2,1,0,1,2,2,2,3,1,1,0
Kaffezusatz Soja to go,0,2,1,4,1,3,1,1,0,2,1,0,1,2,2,3,0,1,1,1,2,1,2,1,1,3,2,1,1,2,0
Kapuziner groﬂ  here,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Kapuziner klein  here,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,2,1,2,0,0,0,2,0,0
Kapuziner klein  to go,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kuchen here,0,5,3,14,5,3,4,1,0,0,21,12,7,2,0,0,0,25,24,1,0,1,15,7,17,6,1,0,1,0,0
Kuchen to go,0,2,1,0,1,2,3,2,0,1,1,3,0,0,0,0,0,1,4,1,1,0,4,1,0,1,0,0,1,0,0
Latte Macchiato mit Sirup here,8,12,10,10,2,22,9,9,16,11,16,0,8,6,5,8,5,24,16,16,7,5,7,13,23,3,3,2,8,9,0
Latte Macchiato mit Sirup to go,2,3,8,1,6,2,1,8,7,9,6,6,2,6,10,4,6,9,7,6,5,5,5,11,4,5,1,2,3,8,0
Latte Macchiato ohne Sirup here,31,13,39,26,10,28,18,29,33,30,41,11,20,25,12,25,27,57,23,25,21,30,20,28,43,7,11,5,16,35,0
Latte Macchiato ohne Sirup to go,9,11,27,7,4,15,7,14,13,15,12,8,5,10,9,10,12,21,14,13,12,12,11,18,17,5,4,8,11,10,0
Milk groﬂ  here,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Milk klein  here,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Milk klein  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mocca groﬂ black here,1,0,1,2,0,2,3,0,0,2,3,0,3,2,3,1,0,7,4,0,1,0,2,4,3,0,0,0,0,2,0
Mocca groﬂ black to go,0,2,1,1,2,0,1,1,0,1,2,0,4,0,0,1,2,3,0,1,1,1,0,3,2,0,1,1,1,1,0
Mocca groﬂ white here,2,3,0,3,1,2,0,2,2,1,6,0,5,2,0,0,2,4,3,2,1,5,2,0,8,0,0,0,0,2,0
Mocca groﬂ white to go,2,1,2,3,1,2,5,0,2,6,3,2,2,0,1,2,1,0,0,1,1,1,2,2,0,2,0,0,0,1,0
Mocca klein black here,0,7,3,0,0,1,2,1,3,3,1,3,0,1,2,0,1,6,3,0,3,2,1,0,3,0,1,0,0,2,0
Mocca klein black to go,0,0,1,1,1,0,1,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0
