 Zeit,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00
Caffe Latte ohne Sirup here,0,5,8,24,38,51,54,62,80,50,60,37,14,7,0,0,0
Caffe Latte ohne Sirup to go,0,13,30,18,32,28,19,28,21,26,21,11,7,3,0,0,0
Cappuccino groﬂ  here,0,5,27,18,21,34,36,37,36,47,32,42,17,9,0,0,0
Cappuccino groﬂ  to go,0,1,24,18,6,10,14,16,17,24,21,11,2,4,0,0,0
Cappuccino klein  here,0,3,9,14,13,40,86,74,53,53,48,34,23,18,0,0,0
Cappuccino klein  to go,0,0,1,10,5,8,12,12,10,11,21,16,9,6,0,0,0
Chai Tea groﬂ Chai Banana here,0,0,0,1,0,3,2,1,1,0,0,0,3,0,0,0,0
Chai Tea groﬂ Chai Banana to go,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0
Chai Tea groﬂ Chai Tea Latte here,0,5,4,3,8,10,10,13,16,25,17,24,17,7,0,0,0
Chai Tea groﬂ Chai Tea Latte to go,0,1,2,4,1,2,3,4,7,5,6,3,0,5,0,0,0
Chai Tea klein Chai Banana here,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Chai Tea klein Chai Banana to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chai Tea klein Chai Tea Latte here,0,1,0,1,3,1,9,13,15,17,15,10,7,3,0,0,0
Chai Tea klein Chai Tea Latte to go,0,1,0,1,1,1,4,1,3,3,2,5,3,2,0,0,0
Chocolate groﬂ Bio-Kakao here,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
Chocolate groﬂ Bio-Kakao to go,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0
Chocolate groﬂ black here,0,0,3,6,4,7,5,4,6,11,16,4,5,5,0,0,0
Chocolate groﬂ black to go,0,0,1,4,2,0,3,2,3,2,6,4,0,5,0,0,0
Chocolate groﬂ Marshmallow Chocolate to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chocolate groﬂ white here,0,0,0,3,0,4,1,1,2,6,3,6,2,2,0,0,0
Chocolate groﬂ white to go,0,0,1,0,1,0,1,1,2,2,2,3,0,0,0,0,0
Chocolate klein Bio-Kakao here,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
Chocolate klein Bio-Kakao to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chocolate klein black here,0,0,4,5,3,1,20,16,13,15,14,13,4,3,0,0,0
Chocolate klein black to go,0,0,2,2,1,5,1,3,2,2,3,2,3,1,0,0,0
Chocolate klein white here,0,0,0,0,0,3,4,7,3,1,5,4,2,0,0,0,0
Chocolate klein white to go,0,0,0,0,0,1,3,1,3,1,0,0,0,0,0,0,0
Cookie here,0,4,2,5,7,9,11,16,22,18,26,12,10,4,0,0,0
Cookie to go,0,4,5,6,1,8,8,6,7,12,11,10,3,2,0,0,0
Cool Latte Iced Caffe here,0,0,2,2,2,4,9,15,11,19,13,18,3,2,0,0,0
Cool Latte Iced Caffe to go,0,0,2,3,1,3,2,15,12,19,13,9,3,3,0,0,0
Cool Latte Iced Espresso here,0,0,1,0,1,4,2,7,5,4,3,4,4,0,0,0,0
Cool Latte Iced Espresso to go,0,0,0,0,0,1,0,5,1,7,7,5,0,0,0,0,0
Cool Latte Iced Macchiato here,0,0,0,1,1,6,16,34,38,35,17,18,15,4,0,0,0
Cool Latte Iced Macchiato to go,0,0,1,0,2,6,14,16,10,25,15,10,2,2,0,0,0
Donut here,0,0,2,11,7,14,15,18,26,33,34,37,11,5,0,0,0
Donut to go,0,0,5,3,54,9,8,11,8,13,11,9,10,2,0,0,0
Eis here,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
Eis to go,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Eiskaffee here,0,0,0,1,2,2,22,32,36,38,51,36,11,3,0,0,0
Eiskaffee to go,0,0,0,1,3,3,1,9,6,13,14,7,5,3,0,0,0
Eisschokolade here,0,0,0,4,3,14,18,15,14,28,27,18,14,2,0,0,0
Eisschokolade to go,0,0,0,0,0,2,4,13,7,6,16,17,3,1,0,0,0
Eistee here,0,0,0,1,3,4,10,4,7,12,14,10,8,0,0,0,0
Eistee to go,0,0,0,0,0,0,1,4,2,4,5,7,1,1,0,0,0
Espresso groﬂ Barista here,0,0,0,0,0,1,1,4,1,1,3,2,2,1,0,0,0
Espresso groﬂ Barista to go,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Espresso groﬂ Cuba here,0,0,0,1,2,0,1,1,1,2,3,1,0,0,0,0,0
Espresso groﬂ Cuba to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Espresso groﬂ Lungo here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Espresso groﬂ Lungo to go,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Espresso groﬂ Macchiato here,0,0,0,2,3,1,1,3,6,0,1,5,1,1,0,0,0
Espresso groﬂ Macchiato to go,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0
Espresso groﬂ Originale here,0,1,1,3,3,4,9,12,6,5,8,3,3,3,0,0,0
Espresso groﬂ Originale to go,0,2,0,1,2,0,2,2,2,3,4,0,2,0,0,0,0
Espresso groﬂ Unplugged here,0,0,0,0,1,1,2,3,4,6,3,2,0,2,0,0,0
Espresso klein Barista here,0,0,0,0,1,1,0,5,4,0,1,2,0,2,0,0,0
Espresso klein Barista to go,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
Espresso klein Cuba here,0,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0
Espresso klein Cuba to go,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Espresso klein Lungo here,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0
Espresso klein Lungo to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Espresso klein Macchiato here,0,0,0,4,3,4,3,6,4,7,2,1,4,2,0,0,0
Espresso klein Macchiato to go,0,2,1,4,1,0,0,2,0,0,0,1,1,0,0,0,0
Espresso klein Orange here,0,0,0,1,0,0,0,1,1,0,0,2,2,3,0,0,0
Espresso klein Orange to go,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Espresso klein Originale here,0,3,0,8,7,11,23,16,20,12,12,5,6,3,0,0,0
Espresso klein Originale to go,0,0,0,1,0,0,1,3,0,3,3,0,1,3,0,0,0
Espresso klein Unplugged here,0,0,0,1,2,3,0,4,3,4,1,4,2,0,0,0,0
Espresso klein Unplugged to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Espresso Latte here,0,0,2,1,3,8,28,10,16,10,7,3,10,4,0,0,0
Espresso Latte to go,0,1,1,2,2,3,5,2,1,0,6,2,4,3,0,0,0
Frappe black here,0,0,0,1,1,3,9,9,15,11,15,5,1,4,0,0,0
Frappe black to go,0,0,0,0,0,1,8,11,12,12,13,5,4,2,0,0,0
Frappe white here,0,0,1,0,1,6,3,14,9,7,18,10,2,2,0,0,0
Frappe white to go,0,0,0,0,4,6,3,14,15,11,12,7,4,6,0,0,0
Fruchtsaft frisch groﬂ  here,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0
Fruchtsaft frisch klein  here,0,1,0,3,1,0,2,2,1,4,3,4,0,1,0,0,0
Fruchtsaft frisch klein  to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Heiﬂe S‰fte Heiﬂe Orange here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iced Chai Latte here,0,0,0,3,4,8,6,8,15,21,5,10,4,3,0,0,0
Iced Chai Latte to go,0,0,0,0,5,1,1,3,7,16,11,5,2,3,1,0,0
Iced Espresso here,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0
Iced Espresso to go,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Kaffee here,0,3,2,9,7,14,47,48,24,27,29,28,15,1,0,0,0
Kaffee to go,0,0,3,2,1,4,4,4,4,5,9,8,0,2,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged here,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged here,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged to go,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Kaffeeverkauf Goldline Blue Mountain here,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain to go,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ ƒthiopischer Mocca to go,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Costa Rica here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Costa Rica to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Java here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Java to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico here,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica here,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein India Malabar here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein India Malabar to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Maragogype here,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,0,0,0,1,0,0,0,1,0,3,1,2,1,0,0,0,0
Kaffegetr‰nk groﬂ Peru here,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,0,0,0,0,0,0,0,0,0,2,1,5,4,1,0,0,0
Kaffegetr‰nk klein Mexiko Organico to go,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaffegetr‰nk klein Wiener Melange here,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Wiener Melange to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme here,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe entcoffeiniert to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeverkauf Hausmischung klein Wiener Melange to go,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Kaffezusatz Espresso Shot here,0,0,0,1,1,1,2,5,2,2,3,5,2,1,0,0,0
Kaffezusatz Espresso Shot to go,0,0,0,2,2,3,1,2,0,1,5,0,1,6,0,0,0
Kaffezusatz Flavour Shot here,0,0,2,1,3,1,5,14,15,9,7,5,6,6,0,0,0
Kaffezusatz Flavour Shot to go,0,0,3,1,1,0,7,6,3,5,7,4,1,2,0,0,0
Kaffezusatz Lac.-frei here,0,1,1,7,2,11,21,26,17,17,13,16,11,6,0,0,0
Kaffezusatz Lac.-frei to go,0,0,1,3,7,4,3,2,7,14,9,5,2,0,0,0,0
Kaffezusatz Sahne here,0,0,0,0,0,6,3,9,5,8,9,3,2,1,0,0,0
Kaffezusatz Sahne to go,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Kaffezusatz Soja here,0,2,2,2,5,18,17,7,20,15,15,17,7,8,0,0,0
Kaffezusatz Soja to go,0,1,4,4,5,2,4,4,7,8,15,3,0,5,0,0,0
Kapuziner groﬂ  here,0,0,0,0,2,0,0,1,0,0,2,3,3,0,0,0,0
Kapuziner groﬂ  to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kapuziner klein  here,0,0,0,0,0,0,1,2,4,0,2,3,2,1,0,0,0
Kapuziner klein  to go,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Kuchen here,0,0,0,2,1,10,16,25,25,48,39,21,16,7,0,0,0
Kuchen to go,0,0,0,0,0,2,1,1,5,6,5,0,1,2,0,0,0
Latte Macchiato mit Sirup here,0,1,3,14,13,17,42,54,40,34,47,36,19,14,0,0,0
Latte Macchiato mit Sirup to go,0,8,11,9,6,7,20,22,21,28,22,19,6,11,0,0,0
Latte Macchiato ohne Sirup bring in,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Latte Macchiato ohne Sirup here,0,1,19,35,33,74,115,102,109,107,117,86,50,29,0,0,0
Latte Macchiato ohne Sirup to go,0,16,25,35,10,23,29,41,26,33,60,26,17,10,0,0,0
Milk groﬂ  here,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0
Milk groﬂ  to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Milk klein  here,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Milk klein  to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mocca groﬂ black here,0,0,1,0,2,1,8,2,4,14,4,5,1,0,0,0,0
Mocca groﬂ black to go,0,0,0,6,0,1,1,6,3,5,6,8,0,0,0,0,0
Mocca groﬂ white here,0,1,0,0,1,10,8,9,11,15,15,11,1,2,0,0,0
Mocca groﬂ white to go,0,0,2,8,3,2,7,8,6,6,6,6,1,4,0,0,0
Mocca klein black here,0,0,2,3,6,3,5,3,8,4,14,4,7,4,0,0,0
Mocca klein black to go,0,0,0,0,0,0,0,1,2,1,3,1,2,1,0,0,0
Mocca klein white here,0,0,1,2,5,5,9,6,10,10,13,14,4,0,0,0,0
Mocca klein white to go,0,0,0,0,2,1,3,3,7,1,2,1,1,0,0,0,0
MoccaSin here,0,0,0,0,1,2,3,2,8,8,3,8,3,0,0,0,0
MoccaSin to go,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
Muffin here,0,7,24,20,36,41,71,100,103,106,147,103,40,22,0,0,0
Muffin to go,0,10,17,29,9,19,22,28,30,42,49,25,23,21,1,0,0
M¸sli here,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
M¸sli to go,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0
Nebenprodukte Sirup groﬂ here,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
Preis here,0,0,3,1,3,7,5,4,8,5,2,4,5,6,0,0,0
Preis to go,0,1,8,2,3,3,2,9,3,8,3,4,3,3,0,0,0
Shake here,0,0,1,5,6,3,29,22,39,27,41,32,28,9,0,0,0
Shake to go,0,0,0,2,1,2,7,13,9,16,37,15,7,4,0,0,0
Smoothie plain here,0,0,0,7,8,13,43,58,63,71,62,50,32,15,0,0,0
Smoothie plain to go,0,0,0,1,8,10,25,36,35,53,61,34,12,12,0,0,0
Softdrink Bionade here,0,0,0,0,0,7,11,10,14,18,15,12,6,2,0,0,0
Softdrink Bionade to go,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
Softdrink Bottle AFG here,0,1,1,4,4,8,16,22,19,36,16,20,3,6,0,0,0
Softdrink Bottle AFG to go,0,0,0,2,0,2,3,8,7,9,8,7,3,2,0,0,0
Softdrink Wasser here,0,0,1,1,3,3,8,4,17,18,19,11,2,1,0,0,0
Softdrink Wasser to go,0,0,0,0,4,2,3,2,4,7,3,5,1,0,0,0,0
Special Latte Chocolate Latte here,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Special Latte Latte Caramel here,0,0,7,8,10,12,12,25,21,28,37,16,17,3,0,0,0
Special Latte Latte Caramel to go,0,0,4,2,2,1,0,1,4,11,6,5,6,2,0,0,0
Special Latte Tiramisu Latte here,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tea here,0,0,0,7,3,6,8,13,9,12,11,12,5,0,0,0,0
Tea to go,0,0,0,1,0,0,0,3,2,2,3,0,2,1,0,0,0
