 Datum,01.07.11,02.07.11,03.07.11,04.07.11,05.07.11,06.07.11,07.07.11,08.07.11,09.07.11,10.07.11,11.07.11,12.07.11,13.07.11,14.07.11,15.07.11,16.07.11,17.07.11,18.07.11,19.07.11,20.07.11,21.07.11,22.07.11,23.07.11,24.07.11,25.07.11,26.07.11,27.07.11,28.07.11,29.07.11,30.07.11,31.07.11
Espresso klein Cuba here,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Espresso klein Cuba to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Espresso klein Lungo here,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Espresso klein Lungo to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Espresso klein Macchiato here,1,1,1,0,2,0,0,0,1,2,4,2,3,1,3,0,0,0,0,1,4,0,4,2,1,2,1,0,1,3,0
Espresso klein Macchiato to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,2,0,0,1,0,0,1,0,0,0
Espresso klein Orange here,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0
Espresso klein Orange to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
Espresso klein Originale here,3,9,3,5,3,3,5,1,5,3,2,4,3,5,5,7,4,7,1,2,5,1,5,6,3,0,5,7,2,8,4
Espresso klein Originale to go,0,1,0,1,0,1,0,0,0,1,3,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
Espresso klein Unplugged here,0,2,0,0,0,1,0,0,3,0,0,1,0,1,2,2,0,1,0,1,1,0,2,1,2,0,2,0,0,2,0
Espresso klein Unplugged to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Espresso Latte here,5,8,2,5,4,2,5,2,3,2,4,0,4,1,2,5,4,4,3,3,2,2,5,7,1,3,2,2,2,4,4
Espresso Latte to go,1,1,0,2,1,1,3,2,1,0,0,1,2,1,0,1,1,3,0,1,1,3,3,0,0,0,2,0,0,0,1
Frappe black here,3,0,0,5,3,0,7,1,6,4,4,4,4,5,3,2,2,3,1,0,0,4,8,0,1,0,0,1,0,3,0
Frappe black to go,0,1,7,3,9,1,2,3,8,1,5,3,0,0,2,4,0,0,1,2,0,1,9,1,3,0,0,0,0,2,0
Frappe white here,0,1,8,3,3,0,3,0,3,4,4,5,2,1,0,0,0,1,2,4,1,4,4,1,3,1,5,2,8,0,0
Frappe white to go,0,5,3,2,5,4,2,6,3,2,8,1,0,2,0,8,0,1,1,2,2,1,5,0,0,6,2,4,2,3,2
Fruchtsaft frisch groﬂ  here,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Fruchtsaft frisch klein  here,0,0,0,1,1,1,0,1,0,2,1,0,0,2,0,0,0,1,0,0,1,1,2,0,1,0,1,1,2,3,0
Fruchtsaft frisch klein  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Heiﬂe S‰fte Heiﬂe Orange here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iced Chai Latte here,0,1,1,3,4,3,1,1,5,2,6,6,3,3,5,4,0,4,2,0,3,0,6,0,5,4,4,6,2,3,0
Iced Chai Latte to go,1,5,3,1,3,2,2,3,4,0,1,2,1,0,2,6,0,1,0,0,3,0,3,0,3,1,1,4,1,2,0
Iced Espresso here,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Iced Espresso to go,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffee here,11,10,10,14,8,5,5,8,9,14,4,7,8,8,12,6,4,6,9,8,10,10,3,4,11,6,10,10,9,7,8
Kaffee to go,1,4,1,0,2,2,0,0,2,0,3,0,2,1,2,0,0,0,0,6,3,1,1,0,1,3,1,1,1,6,2
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged here,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
Kaffeeverkauf Espressobohnen klein Espresso Barista here,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Kaffeeverkauf Espressobohnen klein Espresso Originale here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kaffeeverkauf Espressobohnen klein Unplugged here,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain to go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf sortenrein groﬂ ƒthiopischer Mocca to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Kaffeeverkauf sortenrein groﬂ Costa Rica here,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Costa Rica to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Java here,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Java to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA here,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica here,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf sortenrein klein India Malabar here,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein India Malabar to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Maragogype here,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
Kaffegetr‰nk groﬂ Peru here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,1,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Wiener Melange here,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Wiener Melange to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kaffeverkauf Hausmischung klein Cafe Creme to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe entcoffeiniert to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Wiener Melange to go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Espresso Shot here,1,1,3,0,4,1,0,0,1,1,2,0,0,0,0,3,0,1,1,0,0,1,0,1,2,1,0,1,0,0,0
Kaffezusatz Espresso Shot to go,0,4,1,0,0,1,0,1,1,2,0,0,0,0,0,3,0,0,0,2,0,1,2,0,1,0,2,0,1,0,1
Kaffezusatz Flavour Shot here,0,3,2,2,1,3,0,5,4,4,4,3,7,2,2,4,0,2,0,1,2,0,2,1,1,4,5,2,1,4,3
Kaffezusatz Flavour Shot to go,1,2,1,1,1,2,4,1,3,2,1,2,1,1,0,1,0,2,0,0,1,1,0,0,4,0,1,0,2,5,0
Kaffezusatz Lac.-frei here,4,2,0,3,2,1,7,3,5,5,6,6,3,5,2,6,0,6,8,6,5,5,5,4,7,8,8,7,7,7,6
Kaffezusatz Lac.-frei to go,1,4,1,2,2,2,3,4,3,3,1,2,0,2,0,8,0,1,1,0,1,0,2,1,1,1,2,1,2,2,4
Kaffezusatz Sahne here,0,2,1,2,0,0,3,0,2,2,0,0,0,1,0,1,3,1,1,0,0,0,2,10,1,0,0,4,7,2,1
Kaffezusatz Sahne to go,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Soja here,4,5,3,9,0,3,7,7,3,6,2,3,2,7,5,7,0,5,5,5,4,3,8,2,5,3,5,3,6,7,1
Kaffezusatz Soja to go,1,4,1,1,1,3,0,3,1,1,1,0,1,3,0,4,0,3,0,4,4,2,2,1,2,2,4,2,0,6,5
Kapuziner groﬂ  here,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,2,0,0,0,0
Kapuziner groﬂ  to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapuziner klein  here,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,2,0,1,0,2,0,0,0,0
