 Datum;01.01.11;02.01.11;03.01.11;04.01.11;05.01.11;06.01.11;07.01.11;08.01.11;09.01.11;10.01.11;11.01.11;12.01.11;13.01.11;14.01.11;15.01.11;16.01.11;17.01.11;18.01.11;19.01.11;20.01.11;21.01.11;22.01.11;23.01.11;24.01.11;25.01.11;26.01.11;27.01.11;28.01.11;29.01.11;30.01.11;31.01.11
Brownie here;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cafe Creme groﬂ  here;6;4;5;3;4;5;5;4;2;3;1;2;1;4;1;3;2;6;1;3;2;6;2;1;3;1;2;1;2;3;0
Cafe Creme groﬂ  to go;0;2;1;1;4;2;0;1;1;2;2;3;2;0;1;4;1;2;1;2;1;0;0;3;1;0;2;0;1;6;3
Cafe Creme klein  here;0;5;10;12;10;5;14;17;4;7;12;10;11;11;18;6;10;13;14;6;6;11;10;8;15;5;8;8;12;4;6
Cafe Creme klein  to go;1;2;6;1;1;2;5;11;2;5;2;3;3;2;2;3;2;3;1;3;4;3;1;1;2;1;0;3;1;4;3
Caffe Latte mit Sirup here;3;2;5;2;4;0;5;3;2;4;3;3;5;1;5;1;2;0;7;6;4;4;7;3;3;1;0;6;6;6;2
Caffe Latte mit Sirup to go;0;2;5;0;1;0;0;4;0;2;0;2;2;0;7;7;4;1;0;2;1;7;0;0;0;0;0;0;0;2;1
Caffe Latte ohne Sirup bring in;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Caffe Latte ohne Sirup here;4;10;23;20;17;7;29;29;8;18;13;14;18;13;30;9;24;15;14;16;9;30;11;11;19;12;32;15;33;16;17
Caffe Latte ohne Sirup to go;4;4;11;5;8;0;1;14;0;17;6;8;2;10;17;12;11;6;4;11;2;17;0;10;15;11;15;9;14;6;8
Cappuccino groﬂ  here;9;12;24;12;16;12;14;19;6;6;9;4;10;12;15;14;11;6;7;15;16;27;9;6;14;11;7;9;28;16;9
Cappuccino groﬂ  to go;1;3;3;4;10;2;6;10;1;5;5;8;2;1;6;10;11;8;5;10;6;6;1;6;5;3;6;10;5;12;8
Cappuccino klein  here;9;7;22;18;23;11;18;33;13;16;16;8;22;22;31;9;16;19;9;20;18;14;10;11;18;20;13;15;33;15;14
Cappuccino klein  to go;0;3;10;3;3;3;3;6;1;5;1;3;3;1;5;11;5;6;4;3;0;6;0;4;1;4;3;6;1;3;1
Chai Tea groﬂ Chai Banana here;4;2;0;0;3;4;0;0;1;1;0;0;0;0;2;3;0;3;0;0;2;0;3;0;0;0;0;0;1;2;0
Chai Tea groﬂ Chai Banana to go;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0
Chai Tea groﬂ Chai Chocolate here;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Chai Tea groﬂ Chai Tea Latte here;12;5;14;7;5;7;12;16;5;8;3;10;10;11;11;4;11;6;7;11;6;12;7;9;9;6;5;13;13;13;9
Chai Tea groﬂ Chai Tea Latte to go;0;4;2;2;0;2;1;8;3;0;3;1;1;2;7;11;2;2;1;5;2;5;2;1;0;1;1;2;2;10;1
Chai Tea klein Chai Banana here;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Chai Tea klein Chai Tea Latte here;1;3;3;7;11;1;5;14;7;4;5;2;3;7;9;2;5;5;7;7;2;4;4;4;0;3;4;5;8;5;5
Chai Tea klein Chai Tea Latte to go;0;1;0;3;2;0;1;2;0;0;0;1;1;1;4;7;0;1;2;1;0;1;1;1;0;2;1;0;1;3;2
Chocolate groﬂ Bio-Kakao here;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;2;0;0;1;1
Chocolate groﬂ Bio-Kakao to go;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate groﬂ black here;4;5;8;8;6;5;6;5;0;4;2;0;4;3;7;6;2;2;4;6;5;5;6;3;4;6;4;2;8;4;7
Chocolate groﬂ black to go;1;1;1;1;3;0;1;1;0;2;0;0;0;1;4;4;3;2;0;0;0;4;1;1;0;2;0;0;3;3;3
Chocolate groﬂ Marshmallow Chocolate here;1;3;0;2;5;0;0;1;0;0;1;2;3;0;1;2;0;0;0;0;1;1;4;0;0;0;2;0;1;1;2
Chocolate groﬂ Marshmallow Chocolate to go;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0
Chocolate groﬂ white here;0;0;4;3;2;0;1;1;0;0;1;2;2;1;2;1;2;0;0;4;1;2;1;0;1;2;3;1;2;2;3
Chocolate groﬂ white to go;3;0;5;1;3;0;0;1;2;1;0;1;0;0;1;3;0;3;0;0;0;1;0;1;1;0;1;0;0;4;0
Chocolate klein Bio-Kakao here;0;0;2;0;0;0;2;0;1;0;0;0;1;0;0;0;2;0;1;0;1;1;4;0;0;0;0;0;3;0;0
Chocolate klein Bio-Kakao to go;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Chocolate klein black here;3;11;17;14;16;5;13;9;9;5;9;2;7;6;9;7;1;6;4;3;4;4;5;4;3;6;5;5;5;12;4
Chocolate klein black to go;0;1;1;0;1;1;0;3;0;1;0;1;0;2;1;2;1;0;0;0;1;3;3;1;0;2;0;2;4;2;0
Chocolate klein mit Sirup to go;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate klein white here;0;2;3;4;3;2;1;1;0;1;1;0;3;2;2;2;0;0;0;1;1;0;2;2;1;2;2;3;0;1;2
Chocolate klein white to go;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;1;0;0;0;2;1;1;0;3;0;0
Cookie here;10;2;5;12;11;6;8;12;14;6;8;10;8;6;9;6;4;4;5;9;9;12;9;4;10;4;8;5;12;7;6
Cookie to go;2;5;2;2;6;2;0;6;0;3;5;4;2;4;7;2;5;3;4;4;4;4;2;2;3;2;6;5;5;3;5
Cool Latte Iced Caffe here;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Latte Iced Caffe to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Latte Iced Espresso here;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Latte Iced Macchiato here;0;1;0;0;0;1;1;0;0;0;1;1;0;2;1;0;1;0;1;0;1;0;0;0;1;0;0;1;2;0;0
Cool Latte Iced Macchiato to go;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Donut here;4;9;7;7;6;9;13;9;10;1;3;1;4;3;20;6;9;6;11;8;8;20;10;1;7;8;6;11;8;12;7
Donut to go;4;0;6;4;6;1;1;2;0;0;0;1;6;9;5;11;7;7;7;0;9;3;1;6;8;5;3;9;4;4;11
Eiskaffee here;0;0;1;1;0;0;1;2;1;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0
Eiskaffee to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eisschokolade here;0;1;0;0;3;1;0;1;0;0;0;0;0;3;0;0;2;1;2;1;1;0;0;0;0;0;0;4;1;2;0
Eisschokolade to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Eistee here;0;0;1;2;1;0;1;0;0;1;1;1;4;2;1;0;1;2;0;0;1;4;0;0;0;0;0;3;2;0;1
Eistee to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Espresso groﬂ Barista here;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;1;0;0;1;0;0;0;0;0
Espresso groﬂ Barista to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Espresso groﬂ Cuba here;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Espresso groﬂ Cuba to go;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Espresso groﬂ Lungo here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Espresso groﬂ Macchiato here;0;1;0;0;1;0;2;0;1;2;0;0;1;1;0;1;1;3;0;0;0;0;0;0;2;1;1;0;0;1;0
Espresso groﬂ Macchiato to go;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Espresso groﬂ Originale here;2;2;1;3;4;0;2;3;1;1;1;1;1;3;0;3;2;0;1;2;0;1;0;1;1;0;0;3;0;3;4
Espresso groﬂ Originale to go;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;1;0;0;1;1;1;0;1;0;2;0;0;1;0;0
Espresso groﬂ Unplugged here;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
Espresso groﬂ Unplugged to go;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Espresso klein Barista here;0;0;0;0;0;0;1;0;0;1;2;1;2;0;2;0;3;2;0;1;1;1;0;0;2;0;0;2;2;0;1
Espresso klein Cuba here;0;1;2;2;0;1;0;1;0;0;1;0;0;0;3;0;0;0;1;2;0;0;1;2;1;0;0;1;0;0;0
Espresso klein Cuba to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Espresso klein Lungo here;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
Espresso klein Macchiato here;0;1;1;3;3;0;6;2;0;2;1;0;1;1;5;1;2;1;1;1;2;1;3;1;2;2;0;1;2;1;0
Espresso klein Macchiato to go;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
Espresso klein Orange here;2;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;3;0;0
Espresso klein Originale here;0;2;9;7;5;3;3;8;6;6;8;5;6;3;4;3;6;5;6;4;3;5;4;2;4;5;5;2;1;2;0
Espresso klein Originale to go;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Espresso klein Unplugged here;0;0;0;1;0;0;2;2;0;0;1;0;1;0;2;1;0;0;0;2;1;0;3;1;0;1;0;0;1;1;0
Espresso klein Unplugged to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Espresso Latte here;1;5;8;2;10;2;6;4;7;4;6;3;8;3;7;3;11;3;4;1;5;5;3;2;7;3;4;0;3;4;4
Espresso Latte to go;0;1;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;0;0;1;3;0;0;0
Frappe black here;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0
Frappe black to go;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frappe white here;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;1;3;0;0
Frappe white to go;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fruchtsaft frisch groﬂ  here;0;0;0;0;2;0;1;0;2;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
Fruchtsaft frisch klein  here;2;0;2;0;2;0;1;0;1;0;2;1;1;0;0;0;0;1;2;0;0;0;0;0;1;0;1;2;2;1;0
Fruchtsaft frisch klein  to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Heiﬂe S‰fte Heiﬂe Orange here;0;0;1;1;0;0;0;0;0;2;1;0;1;0;1;0;0;0;0;3;1;1;0;1;0;0;0;1;0;0;1
Heiﬂe S‰fte Heiﬂe Orange to go;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Heiﬂe S‰fte Heiﬂe Zitrone here;2;2;1;0;2;1;1;0;0;1;3;0;0;2;1;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0
Heiﬂe S‰fte Heiﬂe Zitrone to go;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Heiﬂe S‰fte Heiﬂer Apfel here;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;3;1;0;0;2;1;0;1
Heiﬂe S‰fte Heiﬂer Apfel to go;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iced Chai Latte here;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Iced Chai Latte to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Kaffee here;6;10;4;8;11;5;8;11;5;7;7;4;13;7;11;8;13;4;6;14;8;13;6;21;17;6;7;4;11;12;5
Kaffee to go;0;2;2;1;4;0;3;2;1;3;3;3;0;6;4;2;2;1;2;7;1;4;0;0;5;2;2;2;1;1;3
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista here;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale here;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen groﬂ Unplugged here;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Kaffeeverkauf Espressobohnen klein Espresso Cuba here;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen klein Espresso Originale here;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Kaffeeverkauf Espressobohnen klein Unplugged to go;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
Kaffeeverkauf Goldline Blue Mountain to go;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Kaffeeverkauf sortenrein groﬂ Costa Rica to go;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein groﬂ Guatemala to go;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Kaffeeverkauf sortenrein klein Costa Rica to go;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein India Malabar here;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein Java here;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein Java to go;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Kaffeeverkauf sortenrein klein Maragogype to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Kaffeeverkauf sortenrein klein Mexiko Organico to go;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Kaffeeverkauf sortenrein klein Peru to go;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here;0;0;0;0;1;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca to go;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ Costa Rica here;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Kaffegetr‰nk groﬂ India Malabar here;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ India Malabar to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Kaffegetr‰nk groﬂ Java here;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ Kenya Arabica AA here;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ Mexiko Organico here;1;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0
Kaffegetr‰nk groﬂ Peru to go;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ Wiener Melange here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
Kaffegetr‰nk klein ƒthiopischer Mocca here;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk klein Costa Rica here;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk klein India Malabar here;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk klein Mexiko Organico here;0;0;0;0;0;0;0;1;1;0;2;1;0;0;0;0;1;1;0;1;0;1;0;1;1;1;1;0;0;0;1
Kaffegetr‰nk klein Wiener Melange here;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Kaffeverkauf Hausmischung groﬂ Wiener Melange to go;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Kaffeverkauf Hausmischung klein Cafe Creme here;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeverkauf Hausmischung klein Cafe Creme to go;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeverkauf Hausmischung klein Cafe entcoffeiniert to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Kaffeverkauf Hausmischung klein Wiener Melange to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Kaffezusatz Espresso Shot here;0;2;3;2;0;0;3;1;0;1;1;0;2;1;2;0;1;1;1;1;0;1;0;1;0;1;2;2;1;1;2
Kaffezusatz Espresso Shot to go;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0
Kaffezusatz Flavour Shot here;0;2;2;5;5;0;4;3;0;0;0;1;1;2;3;1;1;2;2;1;5;3;3;0;1;0;1;4;2;0;1
Kaffezusatz Flavour Shot to go;0;0;0;0;2;0;0;2;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0
Kaffezusatz Lac.-frei here;4;1;3;5;6;3;6;6;0;3;4;3;8;5;9;3;5;2;4;3;4;5;5;1;3;5;2;7;9;5;8
Kaffezusatz Lac.-frei to go;2;3;2;0;1;0;0;6;0;2;0;1;0;1;4;7;0;1;0;1;2;2;0;2;1;2;1;2;1;3;0
