 Datum,01.04.11,02.04.11,03.04.11,04.04.11,05.04.11,06.04.11,07.04.11,08.04.11,09.04.11,10.04.11,11.04.11,12.04.11,13.04.11,14.04.11,15.04.11,16.04.11,17.04.11,18.04.11,19.04.11,20.04.11,21.04.11,22.04.11,23.04.11,24.04.11,25.04.11,26.04.11,27.04.11,28.04.11,29.04.11,30.04.11,31.04.11
Chai Tea groﬂ Chai Banana to go,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0
Chai Tea groﬂ Chai Tea Latte here,5,6,4,4,10,5,1,4,2,0,2,6,9,6,7,9,6,2,2,1,4,0,3,2,4,1,8,6,2,2,0
Chai Tea groﬂ Chai Tea Latte to go,1,5,2,1,2,4,2,2,5,3,5,0,3,6,0,3,3,1,4,0,1,2,0,0,3,3,2,4,1,3,0
Chai Tea klein Chai Tea Latte here,2,3,0,4,3,2,2,3,2,0,1,5,3,5,9,8,4,3,0,0,0,0,1,1,1,1,6,6,3,3,0
Chai Tea klein Chai Tea Latte to go,3,1,0,2,4,2,0,1,1,2,0,0,2,0,1,6,0,0,1,0,1,0,0,0,1,2,0,2,0,2,0
Chocolate groﬂ Bio-Kakao here,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chocolate groﬂ Bio-Kakao to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate groﬂ black here,4,0,1,3,1,1,2,1,0,2,3,3,3,0,5,1,1,0,0,1,0,0,1,0,0,5,6,3,3,1,0
Chocolate groﬂ black to go,1,4,1,5,0,1,0,0,1,0,0,0,1,4,0,2,5,4,1,1,0,0,0,1,0,0,3,0,2,0,0
Chocolate groﬂ Marshmallow Chocolate here,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate groﬂ Marshmallow Chocolate to go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate groﬂ white here,1,0,0,0,1,1,0,0,0,0,1,0,2,3,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Chocolate groﬂ white to go,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0
Chocolate klein Bio-Kakao here,0,0,0,1,0,0,0,0,3,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate klein Bio-Kakao to go,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate klein black here,4,1,3,2,1,1,0,0,2,1,1,5,8,8,1,2,2,0,1,3,1,0,1,0,1,7,6,2,0,0,0
Chocolate klein black to go,0,0,0,1,3,0,0,0,1,0,0,1,1,2,0,3,1,0,0,0,1,0,0,1,3,0,1,1,0,1,0
Chocolate klein white here,1,0,0,0,2,0,0,1,0,0,0,1,2,1,1,5,0,0,0,0,0,0,0,0,2,1,2,1,1,2,0
Chocolate klein white to go,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0
Cookie here,5,5,5,7,6,2,4,4,4,3,4,4,7,11,2,6,8,5,4,2,4,6,4,3,4,10,4,5,9,4,0
Cookie to go,4,7,4,3,5,8,6,2,3,1,2,1,5,1,4,3,3,3,3,4,6,0,0,1,6,4,9,6,4,2,0
Cool Latte Iced Caffe here,1,4,4,0,3,4,3,5,3,4,5,0,1,0,0,2,2,6,3,1,7,0,13,0,4,4,1,3,3,2,0
Cool Latte Iced Caffe to go,2,16,9,0,1,2,9,5,5,10,4,0,0,3,0,3,3,7,3,9,7,4,11,1,1,5,0,5,6,8,0
Cool Latte Iced Espresso here,1,1,0,0,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,4,1,0,3,1,0,1,1,2,0,3,0
Cool Latte Iced Espresso to go,0,4,0,0,0,2,3,1,1,2,1,0,0,1,0,0,1,3,0,1,0,0,6,0,0,2,1,0,0,1,0
Cool Latte Iced Macchiato here,5,3,12,5,2,4,5,2,7,2,9,0,4,3,0,4,0,3,4,2,8,3,10,0,6,1,1,6,4,5,0
Cool Latte Iced Macchiato to go,0,21,13,0,1,3,19,6,9,8,9,0,0,1,0,6,3,6,6,11,6,11,11,2,9,4,3,3,2,13,0
Donut here,9,11,2,12,3,5,2,3,8,2,3,1,5,4,10,6,6,0,7,1,3,5,5,1,3,5,10,8,4,7,0
Donut to go,0,7,5,4,10,7,1,7,5,3,5,5,11,3,1,2,2,3,6,6,5,5,7,2,2,6,10,3,1,3,0
Eis here,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
Eis to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Eiskaffee here,7,10,6,4,2,7,14,6,11,7,2,0,1,3,2,3,3,8,8,10,15,4,16,3,7,5,1,12,3,6,0
Eiskaffee to go,2,21,9,0,3,2,9,10,15,9,4,0,0,0,0,1,6,4,8,9,7,8,11,7,5,0,1,1,1,6,0
Eisschokolade here,7,9,9,7,2,2,7,4,6,2,5,2,4,3,1,0,3,14,7,2,3,2,8,0,2,5,1,7,6,3,0
Eisschokolade to go,5,18,2,1,1,4,5,3,11,6,4,0,0,0,1,3,3,3,1,2,8,7,7,0,2,1,1,6,2,1,0
Eistee here,1,9,5,1,1,1,3,0,4,4,3,0,1,1,0,7,1,2,3,1,3,5,10,1,1,1,2,2,0,5,0
Eistee to go,2,10,3,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,6,0,1,0,1,3,0,2,0
Espresso groﬂ Barista here,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Espresso groﬂ Barista to go,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso groﬂ Cuba here,0,2,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0
Espresso groﬂ Cuba to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Espresso groﬂ Macchiato here,1,0,0,2,2,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0
Espresso groﬂ Macchiato to go,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Espresso groﬂ Originale here,2,3,1,1,0,3,2,5,0,0,0,2,1,1,1,3,2,1,3,1,2,1,2,2,1,0,3,0,2,0,0
Espresso groﬂ Originale to go,1,1,0,0,0,0,0,1,2,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Espresso groﬂ Unplugged here,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
Espresso groﬂ Unplugged to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Espresso klein Barista here,0,0,0,1,0,0,0,2,1,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
Espresso klein Barista to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Espresso klein Cuba here,0,2,1,0,1,0,3,0,1,1,1,0,1,1,1,0,0,1,2,0,1,0,0,0,0,2,2,1,0,0,0
Espresso klein Cuba to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Espresso klein Lungo here,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Espresso klein Lungo to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Espresso klein Macchiato here,2,0,1,5,1,2,0,1,2,0,2,0,1,1,4,3,2,1,2,0,0,0,0,0,1,0,3,1,1,1,0
Espresso klein Macchiato to go,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
Espresso klein Orange here,2,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0
Espresso klein Originale here,4,4,4,7,8,4,3,2,11,1,13,4,3,3,5,9,3,4,3,2,2,3,4,1,3,8,4,3,6,12,0
Espresso klein Originale to go,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,1,1,2,0,1,1,0,0,0,2,0,1,0
Espresso klein Unplugged here,2,0,1,0,3,0,1,1,3,0,1,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0
Espresso klein Unplugged to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Espresso Latte here,5,2,1,2,3,2,8,3,4,2,5,4,6,8,1,2,4,4,3,0,3,2,6,3,1,4,5,4,9,4,0
Espresso Latte to go,2,0,3,0,1,1,1,1,4,3,0,2,4,1,2,2,0,3,0,0,0,0,0,0,1,0,3,0,1,2,0
Frappe black here,2,3,0,2,0,3,7,3,1,5,4,1,1,1,0,0,0,7,4,8,2,1,14,0,4,1,0,2,5,1,0
Frappe black to go,2,11,2,1,0,1,3,3,4,7,1,0,2,1,0,6,2,2,4,5,8,9,2,1,8,3,1,1,0,8,0
Frappe white here,2,0,4,0,0,0,0,1,3,3,5,1,4,1,2,7,2,0,2,3,0,2,7,0,4,1,2,2,1,3,0
Frappe white to go,2,6,8,2,0,1,1,4,3,9,4,0,2,1,0,2,1,1,8,6,5,3,7,1,1,3,3,4,0,6,0
Fruchtsaft frisch groﬂ  here,0,0,0,0,1,0,2,1,2,0,0,1,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0
Fruchtsaft frisch groﬂ  to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fruchtsaft frisch klein  here,0,1,2,0,0,0,0,1,3,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Fruchtsaft frisch klein  to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heiﬂe S‰fte Heiﬂe Orange here,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heiﬂe S‰fte Heiﬂe Zitrone here,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heiﬂe S‰fte Heiﬂer Apfel here,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iced Chai Latte here,1,2,1,0,1,2,5,3,2,3,2,0,0,0,0,3,5,4,1,1,6,1,8,2,0,1,0,1,3,2,0
Iced Chai Latte to go,1,6,8,3,0,1,8,2,5,2,1,0,0,0,0,7,0,3,3,3,2,2,9,0,3,1,0,1,1,4,0
Iced Espresso here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iced Espresso to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kaffee here,14,4,2,8,12,4,14,4,6,2,6,11,9,10,9,12,11,9,11,10,6,5,8,0,3,9,7,12,13,14,0
Kaffee to go,2,1,1,4,6,11,3,7,3,2,2,0,6,7,3,10,1,4,5,4,2,2,0,0,1,4,5,9,4,6,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged here,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Kaffeeverkauf Espressobohnen klein Espresso Barista here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaffeeverkauf Espressobohnen klein Espresso Coffeinfrei to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Kaffeeverkauf Espressobohnen klein Espresso Originale here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Kaffeeverkauf Espressobohnen klein Unplugged here,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaffeeverkauf Goldline Blue Mountain to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Galapagos to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ ƒthiopischer Mocca here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Costa Rica to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Peru to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Kaffeeverkauf sortenrein klein Guatemala here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Java to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kaffeeverkauf sortenrein klein Maragogype to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Kaffeeverkauf sortenrein klein Mexiko Organico here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Peru to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Costa Rica here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Costa Rica to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffegetr‰nk groﬂ India Malabar to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Java here,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,1,2,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0
Kaffegetr‰nk groﬂ Mexiko Organico to go,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Peru here,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Wiener Melange here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Kaffegetr‰nk groﬂ Wiener Melange to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Costa Rica here,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Kenya Arabica AA to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,0,0,0,1,1,1,1,2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0
Kaffegetr‰nk klein Mexiko Organico to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Wiener Melange to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme here,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Wiener Melange to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Espresso Shot here,1,0,0,5,0,0,0,1,2,1,2,1,0,3,1,6,0,2,1,0,0,0,0,0,2,0,0,0,2,0,0
Kaffezusatz Espresso Shot to go,0,1,0,1,0,2,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,3,0,0,1,1,3,0,0,3,0
Kaffezusatz Flavour Shot here,4,2,3,3,1,4,7,2,2,2,3,1,0,7,0,2,0,1,1,3,3,2,3,1,3,3,1,4,3,3,0
Kaffezusatz Flavour Shot to go,2,8,2,1,1,2,5,2,3,1,2,0,1,1,1,3,1,3,1,2,3,5,1,2,7,1,2,1,2,4,0
Kaffezusatz Lac.-frei here,1,6,0,3,7,1,2,5,2,2,4,3,3,5,7,5,5,5,1,4,2,2,5,1,2,4,4,9,4,2,0
