 Zeit,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00
Chocolate klein mit Sirup here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chocolate klein white here,0,0,1,0,0,2,2,0,3,2,3,1,0,0,0,0,0
Chocolate klein white to go,0,0,0,0,0,1,1,1,1,0,2,2,0,1,0,0,0
Cookie here,0,1,3,5,4,9,23,30,16,19,19,15,13,4,0,0,0
Cookie to go,0,0,6,6,5,31,25,16,3,8,15,3,7,6,0,0,0
Cool Latte Iced Caffe here,0,0,1,2,1,7,5,17,23,18,12,8,5,3,0,0,0
Cool Latte Iced Caffe to go,0,0,0,0,4,4,7,17,23,27,22,14,4,5,0,0,0
Cool Latte Iced Espresso here,0,0,0,0,0,4,3,2,1,3,3,6,3,0,0,0,0
Cool Latte Iced Espresso to go,0,0,1,0,0,0,2,7,3,8,3,2,1,0,0,0,0
Cool Latte Iced Macchiato here,0,0,1,2,0,6,15,26,34,29,38,13,8,1,0,0,0
Cool Latte Iced Macchiato to go,0,0,0,2,5,5,9,17,28,46,28,10,10,3,0,0,0
Donut here,0,2,0,7,13,6,7,15,15,27,21,17,8,2,0,0,0
Donut to go,0,0,1,9,2,19,11,9,6,15,9,19,9,7,0,0,0
Eis here,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0
Eis to go,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Eiskaffee here,0,0,0,1,3,10,18,43,44,50,47,37,22,2,0,0,0
Eiskaffee to go,0,0,0,0,0,8,3,5,13,20,21,20,5,3,0,0,0
Eisschokolade here,0,0,0,0,2,1,13,20,18,33,30,17,11,0,0,0,0
Eisschokolade to go,0,0,0,1,5,0,6,13,15,9,15,13,6,0,0,0,0
Eistee here,0,0,0,1,1,3,6,3,16,13,11,5,1,2,0,0,0
Eistee to go,0,1,0,1,1,2,2,4,4,3,6,5,3,1,0,0,0
Espresso groﬂ Barista here,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0
Espresso groﬂ Barista to go,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Espresso groﬂ Cuba here,0,0,1,0,0,0,0,3,1,1,1,1,0,0,0,0,0
Espresso groﬂ Cuba to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Espresso groﬂ Macchiato here,0,0,0,1,0,1,4,5,3,1,0,1,1,1,0,0,0
Espresso groﬂ Macchiato to go,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0
Espresso groﬂ Originale here,0,0,2,1,3,2,10,8,6,3,5,4,3,1,0,0,0
Espresso groﬂ Originale to go,0,0,0,0,0,0,10,3,1,1,1,1,1,0,0,0,0
Espresso groﬂ Unplugged here,0,0,0,0,0,1,1,2,0,2,0,2,2,2,0,0,0
Espresso groﬂ Unplugged to go,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Espresso klein Barista here,0,0,0,1,1,1,2,10,4,3,0,3,2,0,0,0,0
Espresso klein Cuba here,0,0,1,0,0,0,5,4,1,1,3,0,0,0,0,0,0
Espresso klein Cuba to go,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Espresso klein Lungo here,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Espresso klein Lungo to go,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Espresso klein Macchiato here,0,2,0,0,0,1,8,10,2,5,3,6,2,3,0,0,0
Espresso klein Macchiato to go,0,0,0,1,0,0,1,3,1,3,0,0,0,2,0,0,0
Espresso klein Orange here,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0
Espresso klein Originale here,0,0,2,9,5,2,13,28,8,14,13,10,8,5,0,0,0
Espresso klein Originale to go,0,0,0,1,1,0,1,2,2,1,1,0,1,1,0,0,0
Espresso klein Unplugged here,0,2,0,0,0,4,1,4,4,1,5,2,0,2,0,0,0
Espresso Latte here,0,2,0,4,6,12,34,24,16,6,9,3,7,0,0,0,0
Espresso Latte to go,0,0,0,0,2,2,4,7,1,5,5,4,1,0,0,0,0
Frappe black here,0,0,0,0,1,2,7,19,10,9,13,7,11,0,0,0,0
Frappe black to go,0,0,1,0,0,1,3,12,13,8,23,11,7,2,0,0,0
Frappe white here,0,0,0,1,2,2,4,2,11,12,6,8,4,0,0,0,0
Frappe white to go,0,0,0,0,0,5,6,7,14,10,18,16,1,4,0,0,0
Fruchtsaft frisch groﬂ  here,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Fruchtsaft frisch groﬂ  to go,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Fruchtsaft frisch klein  here,0,0,0,0,0,1,2,3,0,0,0,0,2,0,0,0,0
Fruchtsaft frisch klein  to go,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Iced Chai Latte here,0,0,0,0,2,6,9,2,9,14,9,5,4,2,0,0,0
Iced Chai Latte to go,0,0,0,0,1,2,3,3,8,16,9,9,4,3,0,0,0
Iced Espresso here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Iced Espresso to go,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0
Kaffee here,0,3,10,7,10,10,59,43,24,27,37,17,14,1,0,0,0
Kaffee to go,0,1,0,5,0,6,20,14,3,7,4,2,4,2,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Coffeinfrei to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale here,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged to go,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0
Kaffeeverkauf Goldline Blue Mountain to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf Goldline Galapagos here,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ ƒthiopischer Mocca to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico here,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica to go,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala to go,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein India Malabar to go,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Java to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Maragogype to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico to go,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Kaffeeverkauf sortenrein klein Peru here,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf sortenrein klein Peru to go,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Costa Rica here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffegetr‰nk groﬂ Guatemala here,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Kaffegetr‰nk groﬂ Kenya Arabica AA here,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,0,0,0,0,0,0,0,3,1,1,0,3,2,0,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Wiener Melange here,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Kaffegetr‰nk klein ƒthiopischer Mocca here,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffegetr‰nk klein Maragogype here,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,0,0,0,0,0,0,1,1,0,1,0,1,10,1,0,0,0
Kaffegetr‰nk klein Wiener Melange here,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme here,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffezusatz Espresso Shot here,0,0,0,7,1,0,4,3,9,3,1,2,1,0,0,0,0
Kaffezusatz Espresso Shot to go,0,0,0,1,2,5,4,2,0,7,3,1,5,0,0,0,0
Kaffezusatz Flavour Shot here,0,0,0,1,0,2,6,8,17,8,10,5,2,0,0,0,0
Kaffezusatz Flavour Shot to go,0,1,1,3,2,3,6,8,10,15,6,4,2,3,0,0,0
Kaffezusatz Lac.-frei here,0,0,2,6,6,10,12,12,14,15,9,10,5,1,0,0,0
Kaffezusatz Lac.-frei to go,0,2,2,4,1,3,8,7,7,14,6,3,2,6,0,0,0
Kaffezusatz Sahne here,0,1,0,1,0,1,2,2,0,2,4,3,3,1,0,0,0
Kaffezusatz Sahne to go,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Soja here,0,0,0,7,4,6,7,13,5,10,14,4,9,1,0,0,0
Kaffezusatz Soja to go,0,0,4,6,3,3,7,7,7,6,7,8,5,0,0,0,0
Kapuziner groﬂ  here,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Kapuziner groﬂ  to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kapuziner klein  here,0,0,0,0,0,1,1,2,0,2,2,0,1,1,0,0,0
Kapuziner klein  to go,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kuchen here,0,0,1,2,1,2,11,18,15,28,19,20,6,5,0,0,0
Kuchen to go,0,0,1,0,0,3,4,2,7,5,1,1,0,0,0,0,0
Latte Macchiato mit Sirup here,0,1,5,10,17,12,38,20,27,38,21,22,17,0,0,0,0
Latte Macchiato mit Sirup to go,0,8,11,10,9,11,19,18,14,13,18,23,7,11,0,0,0
Latte Macchiato ohne Sirup here,0,0,9,57,41,52,91,99,75,67,87,58,47,10,0,0,0
Latte Macchiato ohne Sirup to go,0,11,33,41,28,29,35,30,34,40,25,27,12,7,0,0,0
Milk groﬂ  here,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
Milk groﬂ  to go,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0
Milk klein  here,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk klein  to go,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
Mocca groﬂ black here,0,0,1,3,2,0,6,4,3,5,2,6,2,0,0,0,0
Mocca groﬂ black to go,0,1,6,4,3,4,3,10,2,1,4,3,2,1,0,0,0
Mocca groﬂ white here,0,1,1,3,6,3,3,4,3,7,5,8,5,0,0,0,0
Mocca groﬂ white to go,0,0,1,5,2,6,6,3,2,12,6,10,4,2,0,0,0
Mocca klein black here,0,0,1,1,4,2,3,3,5,5,7,1,4,2,0,0,0
Mocca klein black to go,0,0,0,2,1,2,1,0,0,2,1,0,1,1,0,0,0
Mocca klein white here,0,0,0,2,7,2,5,4,6,6,9,4,2,2,0,0,0
Mocca klein white to go,0,0,0,1,2,2,1,4,1,2,3,2,1,1,0,0,0
MoccaSin here,0,0,0,2,0,1,0,1,3,2,0,3,2,0,0,0,0
MoccaSin to go,0,0,0,0,0,2,0,0,1,1,1,1,0,3,0,0,0
Muffin here,0,4,18,33,26,24,59,68,65,78,89,53,37,8,0,0,0
Muffin to go,0,6,19,21,6,9,28,23,25,41,40,23,11,10,0,0,0
M¸sli here,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
M¸sli to go,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
Preis here,0,0,1,0,2,0,5,13,5,2,9,10,1,0,0,0,0
Preis to go,0,0,4,3,3,4,13,6,2,4,6,2,4,1,0,0,0
Shake here,0,0,0,2,3,6,11,10,27,47,43,22,19,1,0,0,0
Shake to go,0,0,0,3,1,4,8,16,13,20,26,20,9,4,0,0,0
Smoothie plain here,0,0,1,2,5,13,22,46,52,88,61,34,33,5,0,0,0
Smoothie plain to go,0,0,0,2,1,14,29,45,63,84,92,50,24,35,0,0,0
Softdrink Bionade here,0,0,0,0,0,5,8,12,9,9,10,7,0,2,0,0,0
Softdrink Bionade to go,0,0,0,0,0,1,2,2,0,2,0,0,3,0,0,0,0
Softdrink Bottle AFG here,0,0,0,3,4,8,14,20,16,17,26,15,12,8,0,0,0
Softdrink Bottle AFG to go,0,0,1,0,1,2,5,8,7,13,10,8,3,2,0,0,0
Softdrink Wasser here,0,1,0,5,1,6,6,9,8,8,6,6,4,5,0,0,0
Softdrink Wasser to go,0,0,0,0,4,3,0,4,0,5,5,4,0,0,0,0,0
Special Latte Chocolate Latte here,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0
Special Latte Chocolate Latte to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Special Latte Latte Caramel here,0,0,3,11,2,10,8,19,12,21,23,10,13,3,0,0,0
Special Latte Latte Caramel to go,0,0,0,0,0,0,8,4,1,1,11,2,4,4,0,0,0
Special Latte Tiramisu Latte here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Special Latte Tiramisu Latte to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Special Latte White Banana Chocolate here,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea here,0,0,0,7,6,5,5,11,6,9,6,11,10,3,0,0,0
Tea to go,0,0,0,0,1,0,1,1,4,4,4,0,1,1,0,0,0
